6,6,6,6,6
6,6,2,6,9
6,9,9,9,9
3,9,6,2,9
9,9,6,9,2
2,9,3,3,3
7,5,8,3,5
7,3,5,7,3
5,7,5,8,8
7,3,7,5,3
8,4,4,5,3
4,8,5,8,5
8,8,7,5,3
3,5,8,7,8
8,4,4,5,5
8,8,7,5,3
7,3,8,5,8
4,7,3,4,7
8,8,4,8,4
7,3,9,2,3
2,6,9,9,2
2,2,9,2,2
2,9,3,2,3
2,9,6,3,2
6,9,9,6,6
9,9,9,9,9
9,6,2,3,6
9,2,9,6,9
3,6,9,6,3
9,2,3,9,2
2,2,9,9,2
5,2,5,3,9
9,3,5,9,5
2,9,5,3,7
9,3,3,7,9
5,2,2,9,5
2,5,2,5,2
5,9,2,5,9
9,3,3,5,3
5,2,3,9,2
2,9,5,5,3
5,5,9,3,3
5,9,3,9,7
2,7,3,5,3
2,2,3,5,7
2,3,3,2,3
2,7,7,9,9
1,1,4,1,4
8,1,1,4,8
8,8,8,8,4
8,4,4,1,4
4,1,1,4,1
1,8,1,4,8
4,4,1,8,1
1,1,8,4,1
8,4,1,8,1
1,4,1,1,4
4,1,4,4,1
1,8,8,8,4
4,4,4,4,4
4,1,4,8,1
4,4,4,4,1
1,1,1,8,1
4,8,4,1,4
8,4,4,8,4
4,4,1,4,1
1,4,4
